county	state	fips	state_code	deaths	deaths_age_adj	crude_rate	year	year_min	year_max	year_list
Wilcox County, AL	Alabama	01131	01	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Winston County, AL	Alabama	01133	01	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Aleutians East Borough, AK	Alaska	02013	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Aleutians West Census Area, AK	Alaska	02016	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Anchorage Borough, AK	Alaska	02020	02	36	2.1	2.2	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Bethel Census Area, AK	Alaska	02050	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Bristol Bay Borough, AK	Alaska	02060	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Denali Borough, AK	Alaska	02068	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Dillingham Census Area, AK	Alaska	02070	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Fairbanks North Star Borough, AK	Alaska	02090	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Haines Borough, AK	Alaska	02100	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Hoonah-Angoon Census Area, AK	Alaska	02105	02	Missing	Missing	Missing	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Juneau Borough, AK	Alaska	02110	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Kenai Peninsula Borough, AK	Alaska	02122	02	15	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Ketchikan Gateway Borough, AK	Alaska	02130	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Kodiak Island Borough, AK	Alaska	02150	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Lake and Peninsula Borough, AK	Alaska	02164	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Matanuska-Susitna Borough, AK	Alaska	02170	02	15	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Nome Census Area, AK	Alaska	02180	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
North Slope Borough, AK	Alaska	02185	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Northwest Arctic Borough, AK	Alaska	02188	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Petersburg Borough/Census Area, AK	Alaska	02195	02	Missing	Missing	Missing	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Prince of Wales-Hyder Census Area, AK	Alaska	02198	02	Missing	Missing	Missing	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Prince of Wales-Outer Ketchikan Census Area, AK	Alaska	02201	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Sitka Borough, AK	Alaska	02220	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Skagway Municipality, AK	Alaska	02230	02	Missing	Missing	Missing	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Skagway-Hoonah-Angoon Census Area, AK	Alaska	02232	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Southeast Fairbanks Census Area, AK	Alaska	02240	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Valdez-Cordova Census Area, AK	Alaska	02261	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Wade Hampton Census Area, AK	Alaska	02270	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Wrangell City and Borough, AK	Alaska	02275	02	Missing	Missing	Missing	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Wrangell-Petersburg Census Area, AK	Alaska	02280	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Yakutat Borough, AK	Alaska	02282	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Yukon-Koyukuk Census Area, AK	Alaska	02290	02	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Aleutians East Borough, AK	Alaska	02013	02	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Aleutians West Census Area, AK	Alaska	02016	02	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Anchorage Borough, AK	Alaska	02020	02	163	9.0	9.5	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Bethel Census Area, AK	Alaska	02050	02	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Bristol Bay Borough, AK	Alaska	02060	02	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Denali Borough, AK	Alaska	02068	02	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Dillingham Census Area, AK	Alaska	02070	02	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Fairbanks North Star Borough, AK	Alaska	02090	02	38	7.2	6.7	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Haines Borough, AK	Alaska	02100	02	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Hoonah-Angoon Census Area, AK	Alaska	02105	02	Missing	Missing	Missing	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Juneau Borough, AK	Alaska	02110	02	14	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Kenai Peninsula Borough, AK	Alaska	02122	02	35	11.2	10.7	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Ketchikan Gateway Borough, AK	Alaska	02130	02	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Kodiak Island Borough, AK	Alaska	02150	02	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Lake and Peninsula Borough, AK	Alaska	02164	02	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Matanuska-Susitna Borough, AK	Alaska	02170	02	65	11.9	12.7	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Nome Census Area, AK	Alaska	02180	02	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
North Slope Borough, AK	Alaska	02185	02	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Northwest Arctic Borough, AK	Alaska	02188	02	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Petersburg Borough/Census Area, AK	Alaska	02195	02	Missing	Missing	Missing	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Prince of Wales-Hyder Census Area, AK	Alaska	02198	02	Missing	Missing	Missing	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Prince of Wales-Outer Ketchikan Census Area, AK	Alaska	02201	02	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Sitka Borough, AK	Alaska	02220	02	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Skagway Municipality, AK	Alaska	02230	02	Missing	Missing	Missing	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Skagway-Hoonah-Angoon Census Area, AK	Alaska	02232	02	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Southeast Fairbanks Census Area, AK	Alaska	02240	02	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Valdez-Cordova Census Area, AK	Alaska	02261	02	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Wade Hampton Census Area, AK	Alaska	02270	02	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Wrangell City and Borough, AK	Alaska	02275	02	Missing	Missing	Missing	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Wrangell-Petersburg Census Area, AK	Alaska	02280	02	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Yakutat Borough, AK	Alaska	02282	02	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Yukon-Koyukuk Census Area, AK	Alaska	02290	02	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Aleutians East Borough, AK	Alaska	02013	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Aleutians West Census Area, AK	Alaska	02016	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Anchorage Borough, AK	Alaska	02020	02	230	12.5	12.8	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Bethel Census Area, AK	Alaska	02050	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Bristol Bay Borough, AK	Alaska	02060	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Denali Borough, AK	Alaska	02068	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Dillingham Census Area, AK	Alaska	02070	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Fairbanks North Star Borough, AK	Alaska	02090	02	43	6.7	7.2	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Haines Borough, AK	Alaska	02100	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Hoonah-Angoon Census Area, AK	Alaska	02105	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Juneau Borough, AK	Alaska	02110	02	31	15.9	15.9	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Kenai Peninsula Borough, AK	Alaska	02122	02	56	17.3	16.2	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Ketchikan Gateway Borough, AK	Alaska	02130	02	10	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Kodiak Island Borough, AK	Alaska	02150	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Lake and Peninsula Borough, AK	Alaska	02164	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Matanuska-Susitna Borough, AK	Alaska	02170	02	83	13.8	13.9	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Nome Census Area, AK	Alaska	02180	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
North Slope Borough, AK	Alaska	02185	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Northwest Arctic Borough, AK	Alaska	02188	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Petersburg Borough/Census Area, AK	Alaska	02195	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Prince of Wales-Hyder Census Area, AK	Alaska	02198	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Prince of Wales-Outer Ketchikan Census Area, AK	Alaska	02201	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Sitka Borough, AK	Alaska	02220	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Skagway Municipality, AK	Alaska	02230	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Skagway-Hoonah-Angoon Census Area, AK	Alaska	02232	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Southeast Fairbanks Census Area, AK	Alaska	02240	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Valdez-Cordova Census Area, AK	Alaska	02261	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Wade Hampton Census Area, AK	Alaska	02270	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Wrangell City and Borough, AK	Alaska	02275	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Wrangell-Petersburg Census Area, AK	Alaska	02280	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Yakutat Borough, AK	Alaska	02282	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Yukon-Koyukuk Census Area, AK	Alaska	02290	02	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Apache County, AZ	Arizona	04001	04	22	6.1	5.4	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Cochise County, AZ	Arizona	04003	04	37	5.6	5.1	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Coconino County, AZ	Arizona	04005	04	36	5.3	4.9	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Gila County, AZ	Arizona	04007	04	25	9.8	8.1	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Graham County, AZ	Arizona	04009	04	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Greenlee County, AZ	Arizona	04011	04	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
La Paz County, AZ	Arizona	04012	04	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Maricopa County, AZ	Arizona	04013	04	888	4.7	4.5	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Mohave County, AZ	Arizona	04015	04	21	2.4	2.1	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Navajo County, AZ	Arizona	04017	04	33	6.3	5.5	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Pima County, AZ	Arizona	04019	04	640	12.5	12.1	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Pinal County, AZ	Arizona	04021	04	62	5.4	5.1	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Santa Cruz County, AZ	Arizona	04023	04	12	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Yavapai County, AZ	Arizona	04025	04	67	6.6	6.2	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Yuma County, AZ	Arizona	04027	04	21	2.5	2.1	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Apache County, AZ	Arizona	04001	04	14	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Cochise County, AZ	Arizona	04003	04	61	8.4	7.8	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Coconino County, AZ	Arizona	04005	04	50	6.2	6.3	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Gila County, AZ	Arizona	04007	04	32	12.5	10.0	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Graham County, AZ	Arizona	04009	04	26	12.5	12.0	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Greenlee County, AZ	Arizona	04011	04	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
La Paz County, AZ	Arizona	04012	04	15	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Maricopa County, AZ	Arizona	04013	04	1756	7.8	7.8	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Mohave County, AZ	Arizona	04015	04	186	16.8	15.5	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Navajo County, AZ	Arizona	04017	04	38	6.4	5.9	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Pima County, AZ	Arizona	04019	04	724	13.0	12.5	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Pinal County, AZ	Arizona	04021	04	122	6.2	6.0	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Santa Cruz County, AZ	Arizona	04023	04	13	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Yavapai County, AZ	Arizona	04025	04	151	13.5	12.0	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Yuma County, AZ	Arizona	04027	04	15	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Apache County, AZ	Arizona	04001	04	14	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Cochise County, AZ	Arizona	04003	04	104	14.1	13.6	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Coconino County, AZ	Arizona	04005	04	43	5.7	5.2	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Gila County, AZ	Arizona	04007	04	43	17.8	13.5	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Graham County, AZ	Arizona	04009	04	26	11.9	11.5	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Greenlee County, AZ	Arizona	04011	04	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
La Paz County, AZ	Arizona	04012	04	15	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Maricopa County, AZ	Arizona	04013	04	2192	8.9	8.9	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Mohave County, AZ	Arizona	04015	04	248	21.8	20.2	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Navajo County, AZ	Arizona	04017	04	31	5.6	4.8	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Pima County, AZ	Arizona	04019	04	967	17.0	16.0	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Pinal County, AZ	Arizona	04021	04	187	8.2	7.7	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Santa Cruz County, AZ	Arizona	04023	04	22	8.5	7.9	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Yavapai County, AZ	Arizona	04025	04	105	9.9	7.9	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Yuma County, AZ	Arizona	04027	04	10	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Arkansas County, AR	Arkansas	05001	05	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Ashley County, AR	Arkansas	05003	05	11	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Baxter County, AR	Arkansas	05005	05	21	11.3	8.5	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Benton County, AR	Arkansas	05007	05	84	6.9	6.6	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
